id,name,state,subject,filename,rebrand_status
"211345979661","Welcome -- Email 4 of 5 -- Lead Welcome -- Real Results From Real Customers","AUTOMATED","Real results from real customers","211345979661_Welcome----Email-4-of-5----Lead-Welcome----Real-Results-From-Real-Customers.html","pending"
"211345979664","Win-back -- Email 1 of 4 -- Winback -- Just Checking In Vincent Here","AUTOMATED","Just checking in — Vincent here","211345979664_Win-back----Email-1-of-4----Winback----Just-Checking-In-Vincent-Here.html","pending"
"211345979996","New Customer -- Email 6 of 8 -- New Customer Onboarding -- Week 2: Building Your Maintenance Routine","AUTOMATED","Week 2: building your maintenance routine","211345979996_New-Customer----Email-6-of-8----New-Customer-Onboarding----Week-2-Building-Your-Maintenance-Routine.html","pending"
"214987971489","Abandoned Cart -- Email 2 of 3 -- Abandoned Cart -- Value Reinforcement","AUTOMATED","Still thinking about it? Here's why customers love us","214987971489_Abandoned-Cart----Email-2-of-3----Abandoned-Cart----Value-Reinforcement.html","pending"
"214987971492","Abandoned Cart -- Email 3 of 3 -- Abandoned Cart -- Urgency Incentive","AUTOMATED","Last chance — your cart expires soon","214987971492_Abandoned-Cart----Email-3-of-3----Abandoned-Cart----Urgency-Incentive.html","pending"
"214987971495","Browse Abandonment -- Email 1 of 2 -- Browse Abandonment -- Product Reminder","AUTOMATED","Still looking? We noticed you checking out our hair systems","214987971495_Browse-Abandonment----Email-1-of-2----Browse-Abandonment----Product-Reminder.html","pending"
"214987971498","Browse Abandonment -- Email 2 of 2 -- Browse Abandonment -- Related Products","AUTOMATED","Similar systems you might love","214987971498_Browse-Abandonment----Email-2-of-2----Browse-Abandonment----Related-Products.html","pending"
"214987971501","Cross-Sell -- Email 1 of 3 -- Cross-Sell -- Care Kit Intro","AUTOMATED","Complete your setup — the care products pros recommend","214987971501_Cross-Sell----Email-1-of-3----Cross-Sell----Care-Kit-Intro.html","pending"
"214987971504","New Customer -- Email 3 of 4 -- New Customer -- Care Instructions CrossSell","AUTOMATED","Get the most life from your new system — care tips inside","214987971504_New-Customer----Email-3-of-4----New-Customer----Care-Instructions-CrossSell.html","pending"
"214987971507","New Customer -- Email 4 of 4 -- New Customer -- CheckIn Review Request","AUTOMATED","How's your new look? We'd love to hear from you","214987971507_New-Customer----Email-4-of-4----New-Customer----CheckIn-Review-Request.html","pending"
"214987971510","Reorder -- Email 3 of 3 -- Reorder -- Last Reminder NewProducts","AUTOMATED","Still need supplies? Check out what's new","214987971510_Reorder----Email-3-of-3----Reorder----Last-Reminder-NewProducts.html","pending"
"214987971586","Review Request -- Email 2 of 2 -- Review Request -- UGC Photo Request","AUTOMATED","Show off your look — we'd love to feature you","214987971586_Review-Request----Email-2-of-2----Review-Request----UGC-Photo-Request.html","pending"
"214987971589","Welcome -- Email 4 of 5 -- Welcome -- First Purchase Incentive","AUTOMATED","Your exclusive first-order offer inside","214987971589_Welcome----Email-4-of-5----Welcome----First-Purchase-Incentive.html","pending"
"214987971592","Welcome -- Email 5 of 5 -- Welcome -- Soft Close Buying Guide","AUTOMATED","3 things every first-time buyer should know","214987971592_Welcome----Email-5-of-5----Welcome----Soft-Close-Buying-Guide.html","pending"
"214987971595","Win-back -- Email 2 of 4 -- Winback -- Whats New","AUTOMATED","A lot has changed at Hair Solutions Co. — take a look","214987971595_Win-back----Email-2-of-4----Winback----Whats-New.html","pending"
"214987971598","Win-back -- Email 3 of 4 -- Winback -- Reengagement Offer","AUTOMATED","We miss you — here's 15% off your next system","214987971598_Win-back----Email-3-of-4----Winback----Reengagement-Offer.html","pending"
"214987971610","Launch -- Week 2 -- Trust Building -- Trust Rebuilding Personal Note","AUTOMATED","A personal note from Vincent — our promise to you","214987971610_Launch----Week-2----Trust-Building----Trust-Rebuilding-Personal-Note.html","pending"
"214987971613","Launch -- Week 4 -- Customer Proof -- Social Proof Testimonials","AUTOMATED","Real results from real customers","214987971613_Launch----Week-4----Customer-Proof----Social-Proof-Testimonials.html","pending"
"214987971616","Newsletter -- Education -- Week 8 -- Hybrid Mono Education","AUTOMATED","Best of both worlds.","214987971616_Newsletter----Education----Week-8----Hybrid-Mono-Education.html","pending"
"214987971619","Cross-Sell -- Week 11 -- Cross-Sell -- Cross Sell Accessories","AUTOMATED","Your system needs a wingman.","214987971619_Cross-Sell----Week-11----Cross-Sell----Cross-Sell-Accessories.html","pending"
"214987971622","Newsletter -- Product Launch -- Week 15 -- New Arrivals Followup","AUTOMATED","A Closer Look at Our Newest Systems","214987971622_Newsletter----Product-Launch----Week-15----New-Arrivals-Followup.html","pending"
"214988060967","Launch -- Week 3 -- Education -- Education Lace Vs Poly","AUTOMATED","Lace vs. Poly — The ultimate guide to choosing your base","214988060967_Launch----Week-3----Education----Education-Lace-Vs-Poly.html","pending"
"214988060970","Launch -- Week 4 -- Offer -- First Order Offer","AUTOMATED","Celebrate our launch — 10% off your first order","214988060970_Launch----Week-4----Offer----First-Order-Offer.html","pending"
"214988060973","Newsletter -- Education -- Week 5 -- Lace Deep Dive","AUTOMATED","Why lace is the gold standard.","214988060973_Newsletter----Education----Week-5----Lace-Deep-Dive.html","pending"
"214988060976","Newsletter -- Education -- Week 6 -- Poly Deep Dive","AUTOMATED","The case for poly systems.","214988060976_Newsletter----Education----Week-6----Poly-Deep-Dive.html","pending"
"214988060979","Newsletter -- Newsletter -- Week 13 -- Q1 Recap","AUTOMATED","Your Q1 recap is here.","214988060979_Newsletter----Newsletter----Week-13----Q1-Recap.html","pending"
"214988060982","Newsletter -- Customer Story -- Week 14 -- New Arrivals Spotlight","AUTOMATED","Just Dropped — 3 New Systems You Need to See","214988060982_Newsletter----Customer-Story----Week-14----New-Arrivals-Spotlight.html","pending"
"214988060985","Newsletter -- Customer Story -- Week 17 -- Newsletter Customer Spotlight","AUTOMATED","This Month at Hair Solutions Co.","214988060985_Newsletter----Customer-Story----Week-17----Newsletter-Customer-Spotlight.html","pending"
"214988060988","Newsletter -- Education -- Week 19 -- Product Comparison Guide","AUTOMATED","Lace vs Poly vs Hybrid — Which Is You?","214988060988_Newsletter----Education----Week-19----Product-Comparison-Guide.html","pending"
"214988060991","Newsletter -- Education -- Week 20 -- Newsletter Maintenance Tips","AUTOMATED","5 Maintenance Mistakes You Are Making","214988060991_Newsletter----Education----Week-20----Newsletter-Maintenance-Tips.html","pending"
"214988060994","Newsletter -- Offer -- Week 24 -- Mid Year Sale","AUTOMATED","Our Biggest Sale of the Summer — 25% Off","214988060994_Newsletter----Offer----Week-24----Mid-Year-Sale.html","pending"
"214988060997","Newsletter -- Education -- Week 7 -- Maintenance Essentials","AUTOMATED","Your complete care routine.","214988060997_Newsletter----Education----Week-7----Maintenance-Essentials.html","pending"
"214988061000","Newsletter -- Education -- Week 16 -- Home Attachment Education","AUTOMATED","Attach Your System at Home Like a Pro","214988061000_Newsletter----Education----Week-16----Home-Attachment-Education.html","pending"
"214988061003","Newsletter -- Newsletter -- Week 26 -- Half Year Recap","AUTOMATED","What a First Half — Thank You","214988061003_Newsletter----Newsletter----Week-26----Half-Year-Recap.html","pending"
"214988061042","Win-back -- Email 2 of 4 -- Winback -- What's New","AUTOMATED","What's new in your base type category","214988061042_Win-back----Email-2-of-4----Winback----Whats-New.html","pending"
"214988061045","Reorder -- Email 2 of 3 -- Replacement Window -- Replacement Nudge","AUTOMATED","Your system is approaching its replacement window","214988061045_Reorder----Email-2-of-3----Replacement-Window----Replacement-Nudge.html","pending"
"214988061048","Reorder -- Email 3 of 4 -- Renewal -- 7 Day Urgency","AUTOMATED","One week until your renewal — action needed","214988061048_Reorder----Email-3-of-4----Renewal----7-Day-Urgency.html","pending"
"214988110702","Newsletter -- Email 1 of 5 -- Newsletter Nurture -- Newsletter Welcome","AUTOMATED","Welcome to the Hair Solutions Co. newsletter","214988110702_Newsletter----Email-1-of-5----Newsletter-Nurture----Newsletter-Welcome.html","pending"
"214988110705","Newsletter -- Email 3 of 5 -- Newsletter Nurture -- Style Inspiration","AUTOMATED","Style looks we love this season","214988110705_Newsletter----Email-3-of-5----Newsletter-Nurture----Style-Inspiration.html","pending"
"214988110708","Newsletter -- Email 4 of 5 -- Newsletter Nurture -- Maintenance Tips","AUTOMATED","5 maintenance habits that extend system life","214988110708_Newsletter----Email-4-of-5----Newsletter-Nurture----Maintenance-Tips.html","pending"
"214988110711","Reorder -- Email 2 of 4 -- Renewal -- 14 Day Heads Up","AUTOMATED","Your renewal is 14 days away","214988110711_Reorder----Email-2-of-4----Renewal----14-Day-Heads-Up.html","pending"
"214988406444","Newsletter -- Education -- Week 22 -- Color Matching Education","AUTOMATED","How to Find Your Perfect Color Match","214988406444_Newsletter----Education----Week-22----Color-Matching-Education.html","pending"
"214988406447","Newsletter -- Newsletter -- Week 23 -- Newsletter Behind Scenes","AUTOMATED","How Your Hair System Gets Made","214988406447_Newsletter----Newsletter----Week-23----Newsletter-Behind-Scenes.html","pending"
"214988406450","Newsletter -- Education -- Week 25 -- Travel Care Education","AUTOMATED","Traveling With a Hair System? Read This.","214988406450_Newsletter----Education----Week-25----Travel-Care-Education.html","pending"
"214988406453","Newsletter -- Customer Story -- Week 9 -- Product Spotlight","AUTOMATED","Meet our","214988406453_Newsletter----Customer-Story----Week-9----Product-Spotlight.html","pending"
"214989746959","Abandoned Cart -- Email 1 of 3 -- Abandoned Cart -- Gentle Reminder","AUTOMATED","You left something behind — your cart is waiting","214989746959_Abandoned-Cart----Email-1-of-3----Abandoned-Cart----Gentle-Reminder.html","pending"
"214989746962","Cross-Sell -- Email 2 of 3 -- Cross-Sell -- Problem Solution","AUTOMATED","The #1 mistake that shortens hair system life","214989746962_Cross-Sell----Email-2-of-3----Cross-Sell----Problem-Solution.html","pending"
"214989746965","Cross-Sell -- Email 3 of 3 -- Cross-Sell -- Bundle Offer","AUTOMATED","Save 15% on your complete care kit","214989746965_Cross-Sell----Email-3-of-3----Cross-Sell----Bundle-Offer.html","pending"
"214989746968","New Customer -- Email 1 of 4 -- New Customer -- Order Confirmation","AUTOMATED","Your order is confirmed — thank you, {{ personalization_token(""contact.firstname"", ""friend"") }}!","214989746968_New-Customer----Email-1-of-4----New-Customer----Order-Confirmation.html","pending"
"214989746971","New Customer -- Email 2 of 4 -- New Customer -- Prep Guide","AUTOMATED","Your hair system is on its way — here's how to prepare","214989746971_New-Customer----Email-2-of-4----New-Customer----Prep-Guide.html","pending"
"214989746974","Post-Purchase -- Email 1 of 3 -- Post-Purchase -- Delivery QuickStart","AUTOMATED","Your system has arrived! Here's your quick-start guide","214989746974_Post-Purchase----Email-1-of-3----Post-Purchase----Delivery-QuickStart.html","pending"
"214989746977","Post-Purchase -- Email 2 of 3 -- Post-Purchase -- Maintenance Schedule","AUTOMATED","Your 30/60/90 day maintenance calendar","214989746977_Post-Purchase----Email-2-of-3----Post-Purchase----Maintenance-Schedule.html","pending"
"214989746980","Post-Purchase -- Email 3 of 3 -- Post-Purchase -- Longevity Tips","AUTOMATED","Thank you for your order - shipping and care next steps","214989746980_Post-Purchase----Email-3-of-3----Post-Purchase----Longevity-Tips.html","pending"
"214989746983","Reorder -- Email 1 of 3 -- Reorder -- Friendly Reminder","AUTOMATED","Time to restock? Your maintenance supplies are running low","214989746983_Reorder----Email-1-of-3----Reorder----Friendly-Reminder.html","pending"
"214989746986","Reorder -- Email 2 of 3 -- Reorder -- Subscription Pitch","AUTOMATED","Never run out again — set up auto-reorder","214989746986_Reorder----Email-2-of-3----Reorder----Subscription-Pitch.html","pending"
"214989746989","Review Request -- Email 1 of 2 -- Review Request -- Review Request","AUTOMATED","{{ personalization_token(""contact.firstname"", ""Hey"") }}, how's your hair system? Tell us in 30 seconds","214989746989_Review-Request----Email-1-of-2----Review-Request----Review-Request.html","pending"
"214989746992","Shipping -- Email 1 of 2 -- Shipping -- What Happens Next","AUTOMATED","Your order journey — here's what to expect","214989746992_Shipping----Email-1-of-2----Shipping----What-Happens-Next.html","pending"
"214989746995","Shipping -- Email 2 of 2 -- Shipping -- Mid Wait CheckIn","AUTOMATED","Your system is being crafted — here's a sneak peek at the process","214989746995_Shipping----Email-2-of-2----Shipping----Mid-Wait-CheckIn.html","pending"
"214989746998","Welcome -- Email 3 of 5 -- Welcome -- Social Proof","AUTOMATED","See the difference a quality hair system makes","214989746998_Welcome----Email-3-of-5----Welcome----Social-Proof.html","pending"
"214989747001","Win-back -- Email 1 of 4 -- Winback -- Soft CheckIn","AUTOMATED","Hey {{ personalization_token(""contact.firstname"", ""there"") }}, it's been a while — how's your system holding up?","214989747001_Win-back----Email-1-of-4----Winback----Soft-CheckIn.html","pending"
"214989747004","Win-back -- Email 4 of 4 -- Winback -- Final Goodbye","AUTOMATED","Is this goodbye? Last chance for your special offer","214989747004_Win-back----Email-4-of-4----Winback----Final-Goodbye.html","pending"
"214989747030","New Customer -- Email 2 of 8 -- New Customer Onboarding -- Preparation Guide","AUTOMATED","How to prepare for your new hair system","214989747030_New-Customer----Email-2-of-8----New-Customer-Onboarding----Preparation-Guide.html","pending"
"214989747033","Reorder -- Email 3 of 3 -- Replacement Window -- Loyalty Hook","AUTOMATED","Still thinking about it? Here's a reason to reorder","214989747033_Reorder----Email-3-of-3----Replacement-Window----Loyalty-Hook.html","pending"
"214989747036","Newsletter -- Email 2 of 5 -- Newsletter Nurture -- How Systems Work","AUTOMATED","How modern hair replacement systems actually work","214989747036_Newsletter----Email-2-of-5----Newsletter-Nurture----How-Systems-Work.html","pending"
"214990233219","Welcome -- Email 2 of 5 -- Welcome -- Education Hook","AUTOMATED","Lace vs. Poly vs. Hybrid — Which base is right for you?","214990233219_Welcome----Email-2-of-5----Welcome----Education-Hook.html","pending"
"214990267399","Newsletter -- Customer Story -- Week 10 -- Customer Story","AUTOMATED","Danny got his confidence back.","214990267399_Newsletter----Customer-Story----Week-10----Customer-Story.html","pending"
"214990267402","Win-back -- Week 12 -- Winback -- Reengagement Push","AUTOMATED","A lot has changed.","214990267402_Win-back----Week-12----Winback----Reengagement-Push.html","pending"
"214990267405","Newsletter -- Offer -- Week 18 -- Spring Seasonal Promo","AUTOMATED","20% Off — Your Spring Refresh Starts Now","214990267405_Newsletter----Offer----Week-18----Spring-Seasonal-Promo.html","pending"
"214990267438","Consultation -- Day 90 -- Consultation Follow-Up -- Day 90 (Reengagement)","AUTOMATED","Checking in, {{ contact.firstname }}","214990267438_Consultation----Day-90----Consultation-Follow-Up----Day-90-Reengagement.html","pending"
"214990267441","New Customer -- Email 7 of 8 -- New Customer Onboarding -- Styling And Removal","AUTOMATED","Styling and removal guide for your base type","214990267441_New-Customer----Email-7-of-8----New-Customer-Onboarding----Styling-And-Removal.html","pending"
"214990267444","Newsletter -- Email 5 of 5 -- Newsletter Nurture -- Soft Consult Invite","AUTOMATED","Curious about getting started? Let's have a conversation","214990267444_Newsletter----Email-5-of-5----Newsletter-Nurture----Soft-Consult-Invite.html","pending"
"214990267447","Reorder -- Email 4 of 4 -- Renewal -- Final Confirmation","AUTOMATED","Your renewal is confirmed — thank you","214990267447_Reorder----Email-4-of-4----Renewal----Final-Confirmation.html","pending"
"214990267453","Payment Recovery -- Email 1 of 2 -- Payment Recovery -- Payment Failed","AUTOMATED","Action needed: your payment didn't go through","214990267453_Payment-Recovery----Email-1-of-2----Payment-Recovery----Payment-Failed.html","pending"
"214990267456","Consultation -- Final -- Consultation Follow-Up -- Final Close Loop","AUTOMATED","Closing the loop, {{ contact.firstname }}","214990267456_Consultation----Final----Consultation-Follow-Up----Final-Close-Loop.html","pending"
"214990267459","New Customer -- Email 8 of 8 -- New Customer Onboarding -- Review & Next Steps","AUTOMATED","Three weeks in — how's your system holding up?","214990267459_New-Customer----Email-8-of-8----New-Customer-Onboarding----Review-Next-Steps.html","pending"
"214990267462","Welcome -- Email 3 of 5 -- Lead Welcome -- Base Types Educational","AUTOMATED","Which hair system base is right for your goal?","214990267462_Welcome----Email-3-of-5----Lead-Welcome----Base-Types-Educational.html","pending"
"214990267465","Win-back -- Email 3 of 4 -- Winback -- Specific Offer","AUTOMATED","A special offer — just for you","214990267465_Win-back----Email-3-of-4----Winback----Specific-Offer.html","pending"
"214990267468","Reorder -- Email 1 of 3 -- Replacement Window -- Mid Cycle Care Check","AUTOMATED","How's your system holding up at the midpoint?","214990267468_Reorder----Email-1-of-3----Replacement-Window----Mid-Cycle-Care-Check.html","pending"
"214990273171","Payment Recovery -- Email 2 of 2 -- Payment Recovery -- Grace Period","AUTOMATED","48 hours remaining to update your payment","214990273171_Payment-Recovery----Email-2-of-2----Payment-Recovery----Grace-Period.html","pending"
"216507598990","Consultation -- Follow-Up -- Day 10","AUTOMATED","A quick note before I give you space","216507598990_Consultation----Follow-Up----Day-10.html","pending"
"216517553225","Consultation -- Follow-Up -- Day 5","AUTOMATED","Still thinking it over?","216517553225_Consultation----Follow-Up----Day-5.html","pending"
"216517564345","Consultation -- Recap -- Standard","AUTOMATED","Your Hair Solutions Co. consultation recap","216517564345_Consultation----Recap----Standard.html","pending"
"216536080013","Launch Day -- New Prospect -- Audience A -- Offer Bottom","AUTOMATED_DRAFT","Introducing Hair Solutions Co. — 30% off your first order","216536080013_Launch-Day----New-Prospect----Audience-A----Offer-Bottom.html","pending"
"216536082757","Launch Day -- Existing Customers -- Audience B -- Offer Top","AUTOMATED_DRAFT","A new era for Hair Solutions Co. — and something for you","216536082757_Launch-Day----Existing-Customers----Audience-B----Offer-Top.html","pending"
"216536082761","Launch Day -- New Prospect -- Audience B -- Offer Top","AUTOMATED_DRAFT","Introducing Hair Solutions Co. — 30% off your first order","216536082761_Launch-Day----New-Prospect----Audience-B----Offer-Top.html","pending"
"216536083877","Launch Day -- Existing Customers -- Audience A -- Offer Bottom","AUTOMATED","Hair Solutions Co. has a new home — and a thank-you inside","216536083877_Launch-Day----Existing-Customers----Audience-A----Offer-Bottom.html","pending"
"216544473180","Post-Launch -- Week 5 -- Invitation -- Ready When You Are","AUTOMATED_DRAFT","Whenever you're ready","216544473180_Post-Launch----Week-5----Invitation----Ready-When-You-Are.html","pending"
"216613097908","Abandoned Cart -- Rebuild -- Email 1 -- WIP","AUTOMATED_DRAFT","Hair Solutions Co. has a new home — and a thank-you inside","216613097908_Abandoned-Cart----Rebuild----Email-1----WIP.html","pending"
